id,user_email,old_devices,batteries,disposal_method
2801,user296@gmail.com,0,6+,sell
2802,user297@gmail.com,3,6+,recycle
2803,user298@gmail.com,2,6+,recycle
2804,user299@gmail.com,4,1-2,trash
2805,user300@gmail.com,2,6+,store
2806,user301@gmail.com,2,none,store
2807,user302@gmail.com,1,1-2,trash
2808,user303@gmail.com,2,6+,store
2809,user304@gmail.com,4,none,sell
2810,user305@gmail.com,0,1-2,trash
2811,user306@gmail.com,2,3-5,recycle
2812,user307@gmail.com,1,3-5,trash
2813,user308@gmail.com,4,3-5,store
2814,user309@gmail.com,1,6+,sell
2815,user310@gmail.com,1,none,sell
2816,user311@gmail.com,0,1-2,store
2817,user312@gmail.com,0,1-2,sell
2818,user313@gmail.com,2,none,recycle
2819,user314@gmail.com,4,none,trash
2820,user315@gmail.com,4,6+,trash
2821,user316@gmail.com,2,6+,recycle
2822,user317@gmail.com,3,1-2,recycle
2823,user318@gmail.com,2,6+,store
2824,user319@gmail.com,1,3-5,trash
2825,user320@gmail.com,0,1-2,trash
2826,user321@gmail.com,0,6+,trash
2827,user322@gmail.com,1,1-2,trash
2828,user323@gmail.com,3,1-2,sell
2829,user324@gmail.com,1,1-2,trash
2830,user325@gmail.com,2,3-5,sell
2831,user326@gmail.com,0,6+,recycle
2832,user327@gmail.com,0,none,trash
2833,user328@gmail.com,4,1-2,store
2834,user329@gmail.com,2,1-2,store
2835,user330@gmail.com,1,3-5,sell
2836,user331@gmail.com,3,1-2,store
2837,user332@gmail.com,4,1-2,trash
2838,user333@gmail.com,1,3-5,sell
2839,user334@gmail.com,1,1-2,trash
2840,user335@gmail.com,1,6+,recycle
2841,user336@gmail.com,4,6+,recycle
2842,user337@gmail.com,3,none,sell
2843,user338@gmail.com,2,3-5,store
2844,user339@gmail.com,1,6+,recycle
2845,user340@gmail.com,4,1-2,trash
2846,user341@gmail.com,2,none,trash
2847,user342@gmail.com,1,none,store
2848,user343@gmail.com,0,1-2,trash
2849,user344@gmail.com,4,1-2,sell
2850,user345@gmail.com,0,3-5,store
2851,user346@gmail.com,1,1-2,store
2852,user347@gmail.com,2,3-5,trash
2853,user348@gmail.com,4,3-5,recycle
2854,user349@gmail.com,1,6+,recycle
2855,user350@gmail.com,3,6+,sell
2856,user351@gmail.com,0,1-2,trash
2857,user352@gmail.com,2,none,sell
2858,user353@gmail.com,1,1-2,store
2859,user354@gmail.com,4,1-2,store
2860,user355@gmail.com,4,6+,store
2861,user356@gmail.com,1,3-5,sell
2862,user357@gmail.com,3,6+,recycle
2863,user358@gmail.com,1,none,trash
2864,user359@gmail.com,1,1-2,recycle
2865,user360@gmail.com,1,1-2,trash
2866,user361@gmail.com,4,none,recycle
2867,user362@gmail.com,0,1-2,recycle
2868,user363@gmail.com,2,3-5,trash
2869,user364@gmail.com,4,6+,trash
2870,user365@gmail.com,4,1-2,sell
2871,user366@gmail.com,0,6+,store
2872,user367@gmail.com,1,6+,recycle
2873,user368@gmail.com,0,3-5,sell
2874,user369@gmail.com,4,1-2,sell
2875,user370@gmail.com,0,3-5,recycle
2876,user371@gmail.com,3,6+,trash
2877,user372@gmail.com,0,3-5,trash
2878,user373@gmail.com,1,none,store
2879,user374@gmail.com,4,6+,store
2880,user375@gmail.com,4,1-2,store
2881,user376@gmail.com,3,none,sell
2882,user377@gmail.com,2,3-5,recycle
2883,user378@gmail.com,4,3-5,trash
2884,user379@gmail.com,2,1-2,sell
2885,user380@gmail.com,3,none,recycle
2886,user381@gmail.com,3,none,store
2887,user382@gmail.com,2,3-5,sell
2888,user383@gmail.com,0,1-2,store
2889,user384@gmail.com,3,1-2,recycle
2890,user385@gmail.com,3,3-5,trash
2891,user386@gmail.com,3,none,trash
2892,user387@gmail.com,3,1-2,recycle
2893,user388@gmail.com,3,none,recycle
2894,user389@gmail.com,2,6+,store
2895,user390@gmail.com,0,1-2,recycle
2896,user391@gmail.com,1,3-5,recycle
2897,user392@gmail.com,3,1-2,recycle
2898,user393@gmail.com,4,1-2,store
2899,user394@gmail.com,2,1-2,trash
2900,user395@gmail.com,1,1-2,recycle
2901,user396@gmail.com,0,1-2,sell
2902,user397@gmail.com,2,1-2,trash
2903,user398@gmail.com,3,3-5,store
2904,user399@gmail.com,2,6+,store
2905,user400@gmail.com,4,none,recycle
2906,user401@gmail.com,2,6+,trash
2907,user402@gmail.com,2,6+,trash
2908,user403@gmail.com,2,6+,store
2909,user404@gmail.com,0,3-5,trash
2910,user405@gmail.com,1,none,recycle
2911,user406@gmail.com,1,6+,recycle
2912,user407@gmail.com,0,6+,sell
2913,user408@gmail.com,3,1-2,trash
2914,user409@gmail.com,2,1-2,store
2915,user410@gmail.com,0,6+,store
2916,user411@gmail.com,3,3-5,store
2917,user412@gmail.com,0,1-2,trash
2918,user413@gmail.com,4,6+,trash
2919,user414@gmail.com,1,3-5,recycle
2920,user415@gmail.com,0,1-2,sell
2921,user416@gmail.com,2,1-2,recycle
2922,user417@gmail.com,0,none,trash
2923,user418@gmail.com,0,3-5,store
2924,user419@gmail.com,1,6+,store
2925,user420@gmail.com,4,6+,recycle
2926,user421@gmail.com,1,3-5,trash
2927,user422@gmail.com,1,1-2,recycle
2928,user423@gmail.com,1,3-5,recycle
2929,user424@gmail.com,3,3-5,store
2930,user425@gmail.com,0,3-5,store
2931,user426@gmail.com,1,1-2,trash
2932,user427@gmail.com,2,1-2,sell
2933,user428@gmail.com,1,1-2,sell
2934,user429@gmail.com,0,1-2,recycle
2935,user430@gmail.com,3,3-5,sell
2936,user431@gmail.com,1,1-2,trash
2937,user432@gmail.com,1,1-2,sell
2938,user433@gmail.com,1,3-5,store
2939,user434@gmail.com,1,none,recycle
2940,user435@gmail.com,3,none,sell
2941,user436@gmail.com,1,none,sell
2942,user437@gmail.com,1,6+,store
2943,user438@gmail.com,0,6+,sell
2944,user439@gmail.com,2,3-5,store
2945,user440@gmail.com,3,3-5,store
2946,user441@gmail.com,1,none,store
2947,user442@gmail.com,3,none,sell
2948,user443@gmail.com,2,6+,sell
2949,user444@gmail.com,0,1-2,store
2950,user445@gmail.com,3,6+,sell
2951,user446@gmail.com,3,6+,trash
2952,user447@gmail.com,0,3-5,trash
2953,user448@gmail.com,4,none,sell
2954,user449@gmail.com,4,6+,recycle
2955,user450@gmail.com,4,none,trash
2956,user451@gmail.com,2,1-2,sell
2957,user452@gmail.com,3,6+,trash
2958,user453@gmail.com,0,6+,store
2959,user454@gmail.com,2,3-5,recycle
2960,user455@gmail.com,3,1-2,store
2961,user456@gmail.com,0,none,store
2962,user457@gmail.com,1,none,recycle
2963,user458@gmail.com,2,3-5,trash
2964,user459@gmail.com,2,3-5,trash
2965,user460@gmail.com,4,1-2,trash
2966,user461@gmail.com,1,1-2,recycle
2967,user462@gmail.com,0,1-2,recycle
2968,user463@gmail.com,4,1-2,store
2969,user464@gmail.com,1,6+,recycle
2970,user465@gmail.com,1,3-5,sell
2971,user466@gmail.com,1,1-2,sell
2972,user467@gmail.com,0,1-2,store
2973,user468@gmail.com,2,6+,sell
2974,user469@gmail.com,3,none,store
2975,user470@gmail.com,4,none,recycle
2976,user471@gmail.com,3,none,recycle
2977,user472@gmail.com,2,6+,sell
2978,user473@gmail.com,3,3-5,sell
2979,user474@gmail.com,2,none,trash
2980,user475@gmail.com,1,1-2,store
2981,user476@gmail.com,2,1-2,recycle
2982,user477@gmail.com,2,1-2,sell
2983,user478@gmail.com,1,6+,sell
2984,user479@gmail.com,1,6+,recycle
2985,user480@gmail.com,4,3-5,recycle
2986,user481@gmail.com,4,3-5,recycle
2987,user482@gmail.com,3,6+,store
2988,user483@gmail.com,0,6+,sell
2989,user484@gmail.com,2,6+,recycle
2990,user485@gmail.com,2,3-5,trash
2991,user486@gmail.com,2,6+,store
2992,user487@gmail.com,0,3-5,store
2993,user488@gmail.com,4,6+,recycle
2994,user489@gmail.com,2,3-5,recycle
2995,user490@gmail.com,0,none,recycle
2996,user491@gmail.com,2,6+,trash
2997,user492@gmail.com,3,1-2,store
2998,user493@gmail.com,1,3-5,sell
2999,user494@gmail.com,1,1-2,sell
3000,user495@gmail.com,4,6+,sell
3001,user496@gmail.com,1,1-2,trash
3002,user497@gmail.com,4,none,store
3003,user498@gmail.com,3,6+,trash
3004,user499@gmail.com,1,none,trash
3005,user500@gmail.com,1,none,sell
3006,user1@gmail.com,1,none,trash
3007,user2@gmail.com,3,none,recycle
3008,user3@gmail.com,2,none,trash
3009,user4@gmail.com,0,6+,recycle
3010,user5@gmail.com,2,6+,trash
3011,user6@gmail.com,3,1-2,trash
3012,user7@gmail.com,0,6+,store
3013,user8@gmail.com,1,3-5,trash
3014,user9@gmail.com,2,1-2,trash
3015,user10@gmail.com,1,none,recycle
3016,user11@gmail.com,4,1-2,recycle
3017,user12@gmail.com,0,1-2,sell
3018,user13@gmail.com,4,none,sell
3019,user14@gmail.com,4,1-2,sell
3020,user15@gmail.com,3,6+,trash
3021,user16@gmail.com,0,6+,store
3022,user17@gmail.com,0,none,recycle
3023,user18@gmail.com,0,6+,sell
3024,user19@gmail.com,3,3-5,sell
3025,user20@gmail.com,1,6+,recycle
3026,user21@gmail.com,1,3-5,trash
3027,user22@gmail.com,1,1-2,sell
3028,user23@gmail.com,4,3-5,recycle
3029,user24@gmail.com,4,3-5,sell
3030,user25@gmail.com,3,6+,trash
3031,user26@gmail.com,4,none,store
3032,user27@gmail.com,1,3-5,store
3033,user28@gmail.com,2,none,recycle
3034,user29@gmail.com,1,none,recycle
3035,user30@gmail.com,0,6+,recycle
3036,user31@gmail.com,1,6+,trash
3037,user32@gmail.com,3,6+,trash
3038,user33@gmail.com,0,6+,recycle
3039,user34@gmail.com,0,none,sell
3040,user35@gmail.com,3,3-5,sell
3041,user36@gmail.com,3,1-2,store
3042,user37@gmail.com,0,3-5,sell
3043,user38@gmail.com,2,1-2,trash
3044,user39@gmail.com,1,1-2,recycle
3045,user40@gmail.com,3,6+,trash
3046,user41@gmail.com,3,1-2,sell
3047,user42@gmail.com,0,1-2,store
3048,user43@gmail.com,0,3-5,sell
3049,user44@gmail.com,0,1-2,trash
3050,user45@gmail.com,0,none,trash
3051,user46@gmail.com,0,3-5,trash
3052,user47@gmail.com,4,6+,sell
3053,user48@gmail.com,4,6+,trash
3054,user49@gmail.com,2,1-2,store
3055,user50@gmail.com,2,none,sell
3056,user51@gmail.com,4,none,sell
3057,user52@gmail.com,4,3-5,recycle
3058,user53@gmail.com,0,3-5,recycle
3059,user54@gmail.com,0,6+,recycle
3060,user55@gmail.com,2,3-5,store
3061,user56@gmail.com,1,6+,recycle
3062,user57@gmail.com,4,3-5,store
3063,user58@gmail.com,2,1-2,recycle
3064,user59@gmail.com,1,1-2,store
3065,user60@gmail.com,0,6+,trash
3066,user61@gmail.com,3,1-2,store
3067,user62@gmail.com,1,1-2,recycle
3068,user63@gmail.com,2,6+,store
3069,user64@gmail.com,3,1-2,recycle
3070,user65@gmail.com,3,3-5,store
3071,user66@gmail.com,3,none,sell
3072,user67@gmail.com,4,none,trash
3073,user68@gmail.com,3,none,recycle
3074,user69@gmail.com,2,6+,sell
3075,user70@gmail.com,1,3-5,sell
3076,user71@gmail.com,3,6+,store
3077,user72@gmail.com,0,1-2,trash
3078,user73@gmail.com,4,none,store
3079,user74@gmail.com,4,1-2,store
3080,user75@gmail.com,3,6+,recycle
3081,user76@gmail.com,1,1-2,recycle
3082,user77@gmail.com,4,3-5,sell
3083,user78@gmail.com,1,3-5,recycle
3084,user79@gmail.com,2,3-5,store
3085,user80@gmail.com,2,6+,sell
3086,user81@gmail.com,0,6+,trash
3087,user82@gmail.com,2,6+,recycle
3088,user83@gmail.com,3,none,sell
3089,user84@gmail.com,0,none,sell
3090,user85@gmail.com,4,3-5,recycle
3091,user86@gmail.com,0,none,trash
3092,user87@gmail.com,0,3-5,sell
3093,user88@gmail.com,3,1-2,recycle
3094,user89@gmail.com,0,3-5,trash
3095,user90@gmail.com,3,1-2,sell
3096,user91@gmail.com,1,none,store
3097,user92@gmail.com,2,6+,sell
3098,user93@gmail.com,3,6+,trash
3099,user94@gmail.com,0,6+,store
3100,user95@gmail.com,2,6+,recycle
3101,user96@gmail.com,2,6+,recycle
3102,user97@gmail.com,1,1-2,sell
3103,user98@gmail.com,1,1-2,recycle
3104,user99@gmail.com,3,3-5,trash
3105,user100@gmail.com,1,6+,sell
3106,user101@gmail.com,3,3-5,trash
3107,user102@gmail.com,4,6+,sell
3108,user103@gmail.com,1,6+,sell
3109,user104@gmail.com,1,1-2,store
3110,user105@gmail.com,2,3-5,trash
3111,user106@gmail.com,0,1-2,recycle
3112,user107@gmail.com,3,3-5,trash
3113,user108@gmail.com,1,1-2,trash
3114,user109@gmail.com,2,6+,trash
3115,user110@gmail.com,4,6+,sell
3116,user111@gmail.com,4,6+,recycle
3117,user112@gmail.com,2,6+,trash
3118,user113@gmail.com,4,none,store
3119,user114@gmail.com,2,6+,sell
3120,user115@gmail.com,3,1-2,recycle
3121,user116@gmail.com,4,3-5,sell
3122,user117@gmail.com,3,3-5,store
3123,user118@gmail.com,2,3-5,trash
3124,user119@gmail.com,1,none,trash
3125,user120@gmail.com,2,1-2,trash
3126,user121@gmail.com,1,3-5,recycle
3127,user122@gmail.com,4,1-2,trash
3128,user123@gmail.com,2,6+,store
3129,user124@gmail.com,1,1-2,sell
3130,user125@gmail.com,1,none,recycle
3131,user126@gmail.com,0,none,recycle
3132,user127@gmail.com,2,1-2,trash
3133,user128@gmail.com,1,1-2,recycle
3134,user129@gmail.com,4,6+,trash
3135,user130@gmail.com,4,3-5,trash
3136,user131@gmail.com,0,6+,store
3137,user132@gmail.com,3,none,trash
3138,user133@gmail.com,4,6+,trash
3139,user134@gmail.com,2,6+,trash
3140,user135@gmail.com,4,6+,sell
3141,user136@gmail.com,4,6+,store
3142,user137@gmail.com,3,3-5,store
3143,user138@gmail.com,1,6+,recycle
3144,user139@gmail.com,0,3-5,sell
3145,user140@gmail.com,1,none,sell
3146,user141@gmail.com,1,1-2,recycle
3147,user142@gmail.com,1,1-2,store
3148,user143@gmail.com,1,1-2,store
3149,user144@gmail.com,3,1-2,trash
3150,user145@gmail.com,0,3-5,sell
3151,user146@gmail.com,4,1-2,store
3152,user147@gmail.com,1,3-5,trash
3153,user148@gmail.com,3,6+,recycle
3154,user149@gmail.com,4,6+,trash
3155,user150@gmail.com,1,6+,sell
3156,user151@gmail.com,3,3-5,recycle
3157,user152@gmail.com,0,none,sell
3158,user153@gmail.com,0,6+,trash
3159,user154@gmail.com,1,none,recycle
3160,user155@gmail.com,0,3-5,trash
3161,user156@gmail.com,1,3-5,trash
3162,user157@gmail.com,1,6+,sell
3163,user158@gmail.com,0,6+,sell
3164,user159@gmail.com,0,none,store
3165,user160@gmail.com,0,none,store
3166,user161@gmail.com,4,1-2,recycle
3167,user162@gmail.com,3,none,recycle
3168,user163@gmail.com,1,1-2,trash
3169,user164@gmail.com,1,none,store
3170,user165@gmail.com,2,none,sell
3171,user166@gmail.com,4,1-2,store
3172,user167@gmail.com,1,6+,sell
3173,user168@gmail.com,2,1-2,sell
3174,user169@gmail.com,3,none,trash
3175,user170@gmail.com,4,1-2,sell
3176,user171@gmail.com,0,3-5,trash
3177,user172@gmail.com,3,none,trash
3178,user173@gmail.com,2,none,recycle
3179,user174@gmail.com,0,1-2,store
3180,user175@gmail.com,3,1-2,store
3181,user176@gmail.com,0,none,sell
3182,user177@gmail.com,1,6+,store
3183,user178@gmail.com,1,1-2,sell
3184,user179@gmail.com,2,1-2,sell
3185,user180@gmail.com,2,3-5,trash
3186,user181@gmail.com,1,1-2,store
3187,user182@gmail.com,3,3-5,store
3188,user183@gmail.com,2,3-5,trash
3189,user184@gmail.com,1,6+,recycle
3190,user185@gmail.com,0,6+,recycle
3191,user186@gmail.com,3,3-5,trash
3192,user187@gmail.com,4,6+,store
3193,user188@gmail.com,1,3-5,recycle
3194,user189@gmail.com,3,3-5,sell
3195,user190@gmail.com,0,none,sell
3196,user191@gmail.com,3,1-2,sell
3197,user192@gmail.com,1,none,sell
3198,user193@gmail.com,4,none,trash
3199,user194@gmail.com,3,none,trash
3200,user195@gmail.com,1,6+,store
3201,user196@gmail.com,3,6+,store
3202,user197@gmail.com,1,3-5,store
3203,user198@gmail.com,4,3-5,store
3204,user199@gmail.com,1,1-2,sell
3205,user200@gmail.com,2,3-5,trash
3206,user201@gmail.com,2,3-5,sell
3207,user202@gmail.com,1,none,sell
3208,user203@gmail.com,0,3-5,sell
3209,user204@gmail.com,1,1-2,sell
3210,user205@gmail.com,0,1-2,trash
3211,user206@gmail.com,4,6+,store
3212,user207@gmail.com,2,none,trash
3213,user208@gmail.com,4,1-2,trash
3214,user209@gmail.com,3,none,trash
3215,user210@gmail.com,2,3-5,trash
3216,user211@gmail.com,4,none,recycle
3217,user212@gmail.com,2,1-2,recycle
3218,user213@gmail.com,2,none,trash
3219,user214@gmail.com,4,3-5,store
3220,user215@gmail.com,0,1-2,recycle
3221,user216@gmail.com,1,3-5,store
3222,user217@gmail.com,4,none,sell
3223,user218@gmail.com,0,6+,trash
3224,user219@gmail.com,0,6+,store
3225,user220@gmail.com,2,6+,recycle
3226,user221@gmail.com,2,1-2,recycle
3227,user222@gmail.com,1,6+,store
3228,user223@gmail.com,2,1-2,store
3229,user224@gmail.com,0,1-2,recycle
3230,user225@gmail.com,3,none,trash
3231,user226@gmail.com,0,none,recycle
3232,user227@gmail.com,0,none,sell
3233,user228@gmail.com,4,none,store
3234,user229@gmail.com,0,3-5,recycle
3235,user230@gmail.com,1,3-5,store
3236,user231@gmail.com,1,3-5,sell
3237,user232@gmail.com,2,1-2,trash
3238,user233@gmail.com,0,3-5,trash
3239,user234@gmail.com,4,none,trash
3240,user235@gmail.com,4,3-5,trash
3241,user236@gmail.com,3,3-5,recycle
3242,user237@gmail.com,3,1-2,trash
3243,user238@gmail.com,4,1-2,sell
3244,user239@gmail.com,1,1-2,store
3245,user240@gmail.com,0,3-5,store
3246,user241@gmail.com,0,none,recycle
3247,user242@gmail.com,3,6+,trash
3248,user243@gmail.com,1,3-5,recycle
3249,user244@gmail.com,0,3-5,sell
3250,user245@gmail.com,1,1-2,trash
3251,user246@gmail.com,3,3-5,store
3252,user247@gmail.com,0,1-2,trash
3253,user248@gmail.com,4,6+,store
3254,user249@gmail.com,3,1-2,store
3255,user250@gmail.com,3,none,sell
3256,user251@gmail.com,3,3-5,store
3257,user252@gmail.com,1,none,sell
3258,user253@gmail.com,4,3-5,store
3259,user254@gmail.com,4,1-2,trash
3260,user255@gmail.com,2,3-5,sell
3261,user256@gmail.com,0,none,recycle
3262,user257@gmail.com,2,1-2,trash
3263,user258@gmail.com,3,none,recycle
3264,user259@gmail.com,4,3-5,trash
3265,user260@gmail.com,2,3-5,sell
3266,user261@gmail.com,1,none,recycle
3267,user262@gmail.com,4,3-5,store
3268,user263@gmail.com,1,none,trash
3269,user264@gmail.com,2,none,trash
3270,user265@gmail.com,1,3-5,recycle
3271,user266@gmail.com,4,none,trash
3272,user267@gmail.com,0,6+,store
3273,user268@gmail.com,3,3-5,recycle
3274,user269@gmail.com,4,3-5,sell
3275,user270@gmail.com,4,3-5,trash
3276,user271@gmail.com,2,3-5,trash
3277,user272@gmail.com,4,none,recycle
3278,user273@gmail.com,3,none,sell
3279,user274@gmail.com,3,3-5,trash
3280,user275@gmail.com,2,1-2,trash
3281,user276@gmail.com,0,none,sell
3282,user277@gmail.com,3,3-5,trash
3283,user278@gmail.com,2,1-2,store
3284,user279@gmail.com,3,3-5,trash
3285,user280@gmail.com,4,none,recycle
3286,user281@gmail.com,2,none,recycle
3287,user282@gmail.com,2,none,sell
3288,user283@gmail.com,1,3-5,recycle
3289,user284@gmail.com,0,none,recycle
3290,user285@gmail.com,2,3-5,recycle
3291,user286@gmail.com,2,1-2,store
3292,user287@gmail.com,0,none,sell
3293,user288@gmail.com,0,1-2,recycle
3294,user289@gmail.com,3,3-5,store
3295,user290@gmail.com,0,6+,trash
3296,user291@gmail.com,0,1-2,recycle
3297,user292@gmail.com,3,none,trash
3298,user293@gmail.com,4,6+,store
3299,user294@gmail.com,0,3-5,recycle
3300,user295@gmail.com,3,1-2,trash
3301,user296@gmail.com,2,6+,store
3302,user297@gmail.com,1,none,recycle
3303,user298@gmail.com,4,3-5,store
3304,user299@gmail.com,0,3-5,trash
3305,user300@gmail.com,1,6+,store
3306,user301@gmail.com,1,1-2,sell
3307,user302@gmail.com,2,6+,sell
3308,user303@gmail.com,4,6+,sell
3309,user304@gmail.com,3,none,trash
3310,user305@gmail.com,3,none,store
3311,user306@gmail.com,2,none,recycle
3312,user307@gmail.com,0,6+,trash
3313,user308@gmail.com,2,1-2,store
3314,user309@gmail.com,1,none,store
3315,user310@gmail.com,0,1-2,sell
3316,user311@gmail.com,0,1-2,trash
3317,user312@gmail.com,2,none,store
3318,user313@gmail.com,3,none,store
3319,user314@gmail.com,1,1-2,trash
3320,user315@gmail.com,3,3-5,sell
3321,user316@gmail.com,2,1-2,store
3322,user317@gmail.com,1,6+,store
3323,user318@gmail.com,2,1-2,sell
3324,user319@gmail.com,4,3-5,trash
3325,user320@gmail.com,4,6+,recycle
3326,user321@gmail.com,2,1-2,trash
3327,user322@gmail.com,4,1-2,trash
3328,user323@gmail.com,3,3-5,sell
3329,user324@gmail.com,3,6+,sell
3330,user325@gmail.com,0,none,recycle
3331,user326@gmail.com,2,6+,trash
3332,user327@gmail.com,4,1-2,store
3333,user328@gmail.com,3,none,sell
3334,user329@gmail.com,4,6+,trash
3335,user330@gmail.com,2,6+,recycle
3336,user331@gmail.com,2,3-5,sell
3337,user332@gmail.com,4,1-2,store
3338,user333@gmail.com,2,1-2,recycle
3339,user334@gmail.com,4,6+,trash
3340,user335@gmail.com,3,1-2,recycle
3341,user336@gmail.com,0,3-5,trash
3342,user337@gmail.com,4,1-2,trash
3343,user338@gmail.com,1,6+,sell
3344,user339@gmail.com,3,6+,sell
3345,user340@gmail.com,4,none,store
3346,user341@gmail.com,3,1-2,store
3347,user342@gmail.com,1,1-2,store
3348,user343@gmail.com,1,1-2,store
3349,user344@gmail.com,2,3-5,sell
3350,user345@gmail.com,0,3-5,trash
3351,user346@gmail.com,0,3-5,recycle
3352,user347@gmail.com,1,1-2,sell
3353,user348@gmail.com,3,6+,recycle
3354,user349@gmail.com,4,3-5,recycle
3355,user350@gmail.com,0,1-2,trash
3356,user351@gmail.com,0,6+,store
3357,user352@gmail.com,4,1-2,trash
3358,user353@gmail.com,1,6+,trash
3359,user354@gmail.com,1,6+,recycle
3360,user355@gmail.com,4,6+,trash
3361,user356@gmail.com,1,1-2,sell
3362,user357@gmail.com,2,none,recycle
3363,user358@gmail.com,2,6+,recycle
3364,user359@gmail.com,3,3-5,trash
3365,user360@gmail.com,2,3-5,store
3366,user361@gmail.com,1,none,sell
3367,user362@gmail.com,2,3-5,sell
3368,user363@gmail.com,3,1-2,sell
3369,user364@gmail.com,2,6+,store
3370,user365@gmail.com,1,none,store
3371,user366@gmail.com,3,none,trash
3372,user367@gmail.com,0,3-5,recycle
3373,user368@gmail.com,3,3-5,sell
3374,user369@gmail.com,3,none,sell
3375,user370@gmail.com,1,1-2,store
3376,user371@gmail.com,3,6+,recycle
3377,user372@gmail.com,4,none,recycle
3378,user373@gmail.com,1,3-5,recycle
3379,user374@gmail.com,0,6+,sell
3380,user375@gmail.com,1,3-5,trash
3381,user376@gmail.com,3,none,trash
3382,user377@gmail.com,3,1-2,sell
3383,user378@gmail.com,4,none,recycle
3384,user379@gmail.com,2,6+,store
3385,user380@gmail.com,0,1-2,store
3386,user381@gmail.com,4,3-5,store
3387,user382@gmail.com,2,1-2,store
3388,user383@gmail.com,1,6+,trash
3389,user384@gmail.com,4,6+,recycle
3390,user385@gmail.com,0,3-5,trash
3391,user386@gmail.com,1,3-5,sell
3392,user387@gmail.com,2,1-2,store
3393,user388@gmail.com,3,1-2,recycle
3394,user389@gmail.com,0,1-2,store
3395,user390@gmail.com,3,1-2,recycle
3396,user391@gmail.com,1,1-2,store
3397,user392@gmail.com,1,1-2,recycle
3398,user393@gmail.com,3,none,recycle
3399,user394@gmail.com,1,3-5,store
3400,user395@gmail.com,1,6+,sell
3401,user396@gmail.com,2,3-5,store
3402,user397@gmail.com,1,1-2,recycle
3403,user398@gmail.com,3,1-2,sell
3404,user399@gmail.com,2,none,recycle
3405,user400@gmail.com,2,1-2,recycle
3406,user401@gmail.com,0,1-2,recycle
3407,user402@gmail.com,0,3-5,recycle
3408,user403@gmail.com,4,1-2,recycle
3409,user404@gmail.com,3,1-2,sell
3410,user405@gmail.com,0,1-2,recycle
3411,user406@gmail.com,1,3-5,store
3412,user407@gmail.com,3,3-5,recycle
3413,user408@gmail.com,4,3-5,trash
3414,user409@gmail.com,2,3-5,store
3415,user410@gmail.com,2,1-2,trash
3416,user411@gmail.com,0,none,sell
3417,user412@gmail.com,1,none,recycle
3418,user413@gmail.com,4,3-5,recycle
3419,user414@gmail.com,3,1-2,sell
3420,user415@gmail.com,2,3-5,sell
3421,user416@gmail.com,0,3-5,recycle
3422,user417@gmail.com,3,3-5,trash
3423,user418@gmail.com,2,6+,recycle
3424,user419@gmail.com,0,1-2,recycle
3425,user420@gmail.com,1,1-2,sell
3426,user421@gmail.com,1,6+,trash
3427,user422@gmail.com,1,6+,store
3428,user423@gmail.com,3,none,sell
3429,user424@gmail.com,3,none,recycle
3430,user425@gmail.com,2,6+,trash
3431,user426@gmail.com,1,1-2,recycle
3432,user427@gmail.com,4,3-5,store
3433,user428@gmail.com,2,3-5,trash
3434,user429@gmail.com,1,6+,recycle
3435,user430@gmail.com,2,none,recycle
3436,user431@gmail.com,3,3-5,sell
3437,user432@gmail.com,3,6+,recycle
3438,user433@gmail.com,4,1-2,trash
3439,user434@gmail.com,3,none,recycle
3440,user435@gmail.com,1,none,trash
3441,user436@gmail.com,0,1-2,recycle
3442,user437@gmail.com,2,3-5,sell
3443,user438@gmail.com,1,3-5,store
3444,user439@gmail.com,0,none,sell
3445,user440@gmail.com,1,3-5,trash
3446,user441@gmail.com,0,6+,store
3447,user442@gmail.com,2,6+,sell
3448,user443@gmail.com,4,6+,sell
3449,user444@gmail.com,0,6+,recycle
3450,user445@gmail.com,0,1-2,store
3451,user446@gmail.com,4,3-5,sell
3452,user447@gmail.com,1,3-5,trash
3453,user448@gmail.com,1,3-5,store
3454,user449@gmail.com,0,none,sell
3455,user450@gmail.com,4,none,trash
3456,user451@gmail.com,4,none,recycle
3457,user452@gmail.com,3,6+,recycle
3458,user453@gmail.com,4,3-5,sell
3459,user454@gmail.com,4,1-2,store
3460,user455@gmail.com,1,none,trash
3461,user456@gmail.com,4,6+,trash
3462,user457@gmail.com,0,3-5,store
3463,user458@gmail.com,3,6+,trash
3464,user459@gmail.com,0,6+,sell
3465,user460@gmail.com,2,1-2,sell
3466,user461@gmail.com,0,none,recycle
3467,user462@gmail.com,1,none,recycle
3468,user463@gmail.com,1,none,sell
3469,user464@gmail.com,3,6+,sell
3470,user465@gmail.com,0,none,sell
3471,user466@gmail.com,0,1-2,recycle
3472,user467@gmail.com,4,6+,recycle
3473,user468@gmail.com,4,6+,sell
3474,user469@gmail.com,2,6+,sell
3475,user470@gmail.com,2,6+,sell
3476,user471@gmail.com,1,3-5,recycle
3477,user472@gmail.com,4,1-2,sell
3478,user473@gmail.com,1,6+,trash
3479,user474@gmail.com,1,1-2,store
3480,user475@gmail.com,2,3-5,trash
3481,user476@gmail.com,1,1-2,trash
3482,user477@gmail.com,4,1-2,trash
3483,user478@gmail.com,4,6+,store
3484,user479@gmail.com,4,3-5,recycle
3485,user480@gmail.com,0,6+,store
3486,user481@gmail.com,1,3-5,sell
